species,pop1,pop2,n_sub,n_reps,fst,fst_sd
Agathobacter_faecis,Denmark,US,20,100,0.014907251065420958,0.00491871951127921
Agathobacter_faecis,Fiji,Israel,20,100,0.08634628857919553,0.009151389597277963
Agathobacter_faecis,Fiji,KY,20,100,0.04412793296333847,0.005731017992723173
Agathobacter_faecis,Fiji,Netherlands,20,100,0.11224090960744666,0.002865162995623054
Agathobacter_faecis,Fiji,SW,20,100,0.05244644870751947,0.007030940254354987
Agathobacter_faecis,Fiji,Sweden,20,100,0.10075580989200432,0.005545350093367656
Agathobacter_faecis,Fiji,UK,20,100,0.12264150311278414,5.7826755130822184e-08
Agathobacter_faecis,Fiji,US,20,100,0.08989728322189602,0.006303653113484355
Agathobacter_faecis,Israel,KY,20,100,0.11125761536466441,0.018507817626428752
Agathobacter_faecis,Israel,Netherlands,20,100,0.007197768701382703,0.0042821275425130355
Agathobacter_faecis,Israel,SW,20,100,0.019603228663951432,0.006960436002625147
Agathobacter_faecis,Israel,Sweden,20,100,0.005608021479412238,0.003247079374158687
Agathobacter_faecis,Israel,UK,20,100,0.015955260520204642,0.004272632312531667
Agathobacter_faecis,Israel,US,20,100,0.006203002622418879,0.0029000938484355226
Agathobacter_faecis,KY,Netherlands,20,100,0.14657677241394734,0.015857000212051386
Agathobacter_faecis,KY,SW,20,100,0.05992381210685181,0.016024243662755167
Agathobacter_faecis,KY,Sweden,20,100,0.13076461452997384,0.017416398234266398
Agathobacter_faecis,KY,UK,20,100,0.15361969889109647,0.015571538509367707
Agathobacter_faecis,KY,US,20,100,0.1177510125075646,0.015551095663510149
Agathobacter_faecis,Netherlands,SW,20,100,0.035099535763929046,0.007212718824170142
Agathobacter_faecis,Netherlands,Sweden,20,100,0.0014379464804467159,0.0024811335095025525
Agathobacter_faecis,Netherlands,UK,20,100,0.005086685259381221,0.002584518512158938
Agathobacter_faecis,Netherlands,US,20,100,0.01006302283481715,0.0029200548907590148
Agathobacter_faecis,SW,Sweden,20,100,0.027606280504320135,0.0065151395590440165
Agathobacter_faecis,SW,UK,20,100,0.04251016710255052,0.0074914031384767515
Agathobacter_faecis,SW,US,20,100,0.020457128017344894,0.006527064922510656
Agathobacter_faecis,Sweden,UK,20,100,0.008343226618464908,0.0023775341350367697
Agathobacter_faecis,Sweden,US,20,100,0.006333253374953701,0.0027379401719594453
Agathobacter_faecis,UK,US,20,100,0.01813276657191194,0.003665111109756826
Agathobacter_rectalis,AG,BF,22,100,0.07015379213202501,0.01053935264207698
Agathobacter_rectalis,AG,China,22,100,0.03756298892826671,0.009315852896181927
Agathobacter_rectalis,AG,DM,22,100,0.004686815675791362,0.007687778632037534
Agathobacter_rectalis,AG,Denmark,22,100,0.14328119656322122,0.02222443511108513
Agathobacter_rectalis,AG,Fiji,22,100,0.11361861834369524,0.020220432706797634
Agathobacter_rectalis,AG,GH,22,100,0.0870455739202077,0.011058172951256579
Agathobacter_rectalis,AG,Germany,22,100,0.14454205146754498,0.02225744894345624
Agathobacter_rectalis,AG,Israel,22,100,0.13634418425254702,0.021636532504650873
Agathobacter_rectalis,AG,KY,22,100,0.036734233042438676,0.011838119970697449
Agathobacter_rectalis,AG,Kazakhstan,22,100,0.15100472163619277,0.02313684272134929
Agathobacter_rectalis,AG,Madagascar,22,100,0.18267200070339318,0.008677266046872275
Agathobacter_rectalis,AG,Mongolia,22,100,0.14694922117937645,0.023044358949131417
Agathobacter_rectalis,AG,Netherlands,22,100,0.14784217289751433,0.0218018099166418
Agathobacter_rectalis,AG,SW,22,100,0.07384894313648863,0.024871629068985025
Agathobacter_rectalis,AG,Spain,22,100,0.15037993006436207,0.020307077406099962
Agathobacter_rectalis,AG,Sweden,22,100,0.13392211358022138,0.022521990313177413
Agathobacter_rectalis,AG,UK,22,100,0.15023040387828687,0.021072983635285897
Agathobacter_rectalis,AG,US,22,100,0.12988048479292735,0.02488030271136255
Agathobacter_rectalis,BF,China,22,100,0.09039537618326031,0.012329429101836091
Agathobacter_rectalis,BF,DM,22,100,0.07464830392178669,0.011878693980358125
Agathobacter_rectalis,BF,Denmark,22,100,0.17006376853995814,0.014414906970866729
Agathobacter_rectalis,BF,Fiji,22,100,0.12440466993389263,0.015341733200337236
Agathobacter_rectalis,BF,GH,22,100,0.011422176664576596,0.005204831381227277
Agathobacter_rectalis,BF,Germany,22,100,0.1672805458308984,0.014101791624683845
Agathobacter_rectalis,BF,Israel,22,100,0.1639495966260958,0.014464765401049464
Agathobacter_rectalis,BF,KY,22,100,0.06832980320996278,0.010392150223817372
Agathobacter_rectalis,BF,Kazakhstan,22,100,0.18075001022006365,0.014590381720649675
Agathobacter_rectalis,BF,Madagascar,22,100,0.09226051867704849,0.007210882353846444
Agathobacter_rectalis,BF,Mongolia,22,100,0.18023502496663898,0.017487254889874897
Agathobacter_rectalis,BF,Netherlands,22,100,0.16962441551585503,0.01459202010977874
Agathobacter_rectalis,BF,SW,22,100,0.11971822115417187,0.019767930660217883
Agathobacter_rectalis,BF,Spain,22,100,0.1731044024589105,0.012738547901026465
Agathobacter_rectalis,BF,Sweden,22,100,0.15812628877840335,0.015153935589970255
Agathobacter_rectalis,BF,UK,22,100,0.1730831868256063,0.01328833119073762
Agathobacter_rectalis,BF,US,22,100,0.1528823814885965,0.016373888559320957
Agathobacter_rectalis,China,DM,22,100,0.04325758706707257,0.00971157491617899
Agathobacter_rectalis,China,Denmark,22,100,0.15295808987022672,0.02907499624509838
Agathobacter_rectalis,China,Fiji,22,100,0.13139592474966186,0.0249376643209386
Agathobacter_rectalis,China,GH,22,100,0.10592965750066835,0.01093709595477922
Agathobacter_rectalis,China,Germany,22,100,0.15461424040708435,0.028059256718451706
Agathobacter_rectalis,China,Israel,22,100,0.14733446887538507,0.02854608180326888
Agathobacter_rectalis,China,KY,22,100,0.05697478717436779,0.015458711357570131
Agathobacter_rectalis,China,Kazakhstan,22,100,0.15805156504278373,0.030425945735030567
Agathobacter_rectalis,China,Madagascar,22,100,0.20837447841070722,0.009146717716359136
Agathobacter_rectalis,China,Mongolia,22,100,0.15038884804639824,0.03144100238457184
Agathobacter_rectalis,China,Netherlands,22,100,0.15800468342318127,0.02880129665860063
Agathobacter_rectalis,China,SW,22,100,0.10097096032875084,0.026417224937279687
Agathobacter_rectalis,China,Spain,22,100,0.16092193094728607,0.026705992014409593
Agathobacter_rectalis,China,Sweden,22,100,0.1446722365843423,0.02841576888299657
Agathobacter_rectalis,China,UK,22,100,0.1608587077006565,0.027796369642399368
Agathobacter_rectalis,China,US,22,100,0.14131353578762706,0.03183973893796583
Agathobacter_rectalis,DM,Denmark,22,100,0.1609315240552118,0.025735096197085222
Agathobacter_rectalis,DM,Fiji,22,100,0.12895988381001441,0.023035076619349313
Agathobacter_rectalis,DM,GH,22,100,0.08977681908249271,0.01155319364649384
Agathobacter_rectalis,DM,Germany,22,100,0.16153290761584724,0.02541697782684861
Agathobacter_rectalis,DM,Israel,22,100,0.15454216372518867,0.02613757713218077
Agathobacter_rectalis,DM,KY,22,100,0.04523461426852046,0.01526865101657969
Agathobacter_rectalis,DM,Kazakhstan,22,100,0.1690297523602505,0.026443364493928125
Agathobacter_rectalis,DM,Madagascar,22,100,0.1888003773365866,0.010650978014232784
Agathobacter_rectalis,DM,Mongolia,22,100,0.165305496569997,0.02830674058700364
Agathobacter_rectalis,DM,Netherlands,22,100,0.16441301353227417,0.025961407298459416
Agathobacter_rectalis,DM,SW,22,100,0.0916751088729261,0.02739696967985502
Agathobacter_rectalis,DM,Spain,22,100,0.1664361440986501,0.024325121678357618
Agathobacter_rectalis,DM,Sweden,22,100,0.15071545087608612,0.025350718748546767
Agathobacter_rectalis,DM,UK,22,100,0.1670709771227972,0.02513809848175853
Agathobacter_rectalis,DM,US,22,100,0.14604659653933366,0.02566650333675224
Agathobacter_rectalis,Denmark,Fiji,22,100,0.06627504194806037,0.01120849944820524
Agathobacter_rectalis,Denmark,GH,22,100,0.1947309750052406,0.01199690217737361
Agathobacter_rectalis,Denmark,Germany,22,100,0.00888103961434344,0.012212643017564985
Agathobacter_rectalis,Denmark,Israel,22,100,0.010695156918042688,0.008219484558053757
Agathobacter_rectalis,Denmark,KY,22,100,0.09475307630469898,0.020328176804043203
Agathobacter_rectalis,Denmark,Kazakhstan,22,100,0.025713350322545007,0.010383502074923612
Agathobacter_rectalis,Denmark,Madagascar,22,100,0.2601447368220378,0.0076572764480225975
Agathobacter_rectalis,Denmark,Mongolia,22,100,0.05418222359759543,0.01219018383385005
Agathobacter_rectalis,Denmark,Netherlands,22,100,0.013018314921568686,0.01280132787631555
Agathobacter_rectalis,Denmark,SW,22,100,0.039935026091643656,0.009424500284344384
Agathobacter_rectalis,Denmark,Spain,22,100,0.015447897576854688,0.009568544753539899
Agathobacter_rectalis,Denmark,Sweden,22,100,0.006262224080998779,0.009097952706945077
Agathobacter_rectalis,Denmark,UK,22,100,0.011480849145375555,0.012441122153062804
Agathobacter_rectalis,Denmark,US,22,100,0.016845974469595272,0.011020626888118017
Agathobacter_rectalis,Fiji,GH,22,100,0.14603237520729553,0.01339129029117785
Agathobacter_rectalis,Fiji,Germany,22,100,0.07171120208984266,0.012257611213162654
Agathobacter_rectalis,Fiji,Israel,22,100,0.059452040580475,0.011939106133984028
Agathobacter_rectalis,Fiji,KY,22,100,0.0697320332956089,0.01674939788182571
Agathobacter_rectalis,Fiji,Kazakhstan,22,100,0.06690909371880573,0.010857951424070623
Agathobacter_rectalis,Fiji,Madagascar,22,100,0.19513842490253241,0.013347639342498706
Agathobacter_rectalis,Fiji,Mongolia,22,100,0.0757927740298228,0.01176280989576674
Agathobacter_rectalis,Fiji,Netherlands,22,100,0.07862097988352736,0.016837627360944525
Agathobacter_rectalis,Fiji,SW,22,100,0.048562812346226336,0.00881190813117736
Agathobacter_rectalis,Fiji,Spain,22,100,0.08017666255253914,0.009625596443932915
Agathobacter_rectalis,Fiji,Sweden,22,100,0.0653837311168267,0.012875397028530166
Agathobacter_rectalis,Fiji,UK,22,100,0.0792466727285228,0.013240505588945118
Agathobacter_rectalis,Fiji,US,22,100,0.06351111395503381,0.016805507168111605
Agathobacter_rectalis,GH,Germany,22,100,0.19132654173362768,0.01165679759985818
Agathobacter_rectalis,GH,Israel,22,100,0.18884878122726304,0.013068893426356908
Agathobacter_rectalis,GH,KY,22,100,0.08759825447075341,0.010883736038952908
Agathobacter_rectalis,GH,Kazakhstan,22,100,0.20677345949950734,0.012783474794894454
Agathobacter_rectalis,GH,Madagascar,22,100,0.09766031356220141,0.008079899105539445
Agathobacter_rectalis,GH,Mongolia,22,100,0.20638358183524688,0.012999174337541526
Agathobacter_rectalis,GH,Netherlands,22,100,0.1931225075632771,0.014002143176566189
Agathobacter_rectalis,GH,SW,22,100,0.14491611035224375,0.016375077151525617
Agathobacter_rectalis,GH,Spain,22,100,0.19652129068065016,0.01137077949080383
Agathobacter_rectalis,GH,Sweden,22,100,0.18109044666847526,0.013501317763288919
Agathobacter_rectalis,GH,UK,22,100,0.19663879602265458,0.011378904996189109
Agathobacter_rectalis,GH,US,22,100,0.17556972717752017,0.014367549575981053
Agathobacter_rectalis,Germany,Israel,22,100,0.009940705422381978,0.011451311998332929
Agathobacter_rectalis,Germany,KY,22,100,0.09583440252957304,0.021259373031606837
Agathobacter_rectalis,Germany,Kazakhstan,22,100,0.03354535105595727,0.015481423949582428
Agathobacter_rectalis,Germany,Madagascar,22,100,0.2558162898570125,0.004482991066538757
Agathobacter_rectalis,Germany,Mongolia,22,100,0.0656506108004389,0.014996736710729555
Agathobacter_rectalis,Germany,Netherlands,22,100,0.0015982712622193138,0.007341442097496328
Agathobacter_rectalis,Germany,SW,22,100,0.04682923361519392,0.012877761039353107
Agathobacter_rectalis,Germany,Spain,22,100,0.0027634426584701405,0.003308736882000915
Agathobacter_rectalis,Germany,Sweden,22,100,0.0015291756002301566,0.005366109766251875
Agathobacter_rectalis,Germany,UK,22,100,0.0016992117626685355,0.005697510105634786
Agathobacter_rectalis,Germany,US,22,100,0.010062609537567144,0.007733508667792585
Agathobacter_rectalis,Israel,KY,22,100,0.0878334908362294,0.02173289830511527
Agathobacter_rectalis,Israel,Kazakhstan,22,100,0.0202651614470492,0.010795318833582729
Agathobacter_rectalis,Israel,Madagascar,22,100,0.253446194963123,0.00796924853368626
Agathobacter_rectalis,Israel,Mongolia,22,100,0.04681473785443247,0.012529701219280202
Agathobacter_rectalis,Israel,Netherlands,22,100,0.012937318728822214,0.01336977872701487
Agathobacter_rectalis,Israel,SW,22,100,0.03328147267200017,0.009804216164975479
Agathobacter_rectalis,Israel,Spain,22,100,0.01520831033326125,0.010431391245091709
Agathobacter_rectalis,Israel,Sweden,22,100,0.010058510946357313,0.009889849487223545
Agathobacter_rectalis,Israel,UK,22,100,0.014553650619563843,0.013334951321365687
Agathobacter_rectalis,Israel,US,22,100,0.015374644763820286,0.01443650639796448
Agathobacter_rectalis,KY,Kazakhstan,22,100,0.09969501822275477,0.02344469122999754
Agathobacter_rectalis,KY,Madagascar,22,100,0.16114149475530604,0.008279486402557391
Agathobacter_rectalis,KY,Mongolia,22,100,0.1008492094540145,0.022024730704268684
Agathobacter_rectalis,KY,Netherlands,22,100,0.09958385299953167,0.021239906851085403
Agathobacter_rectalis,KY,SW,22,100,0.052774485471571556,0.018011845605632903
Agathobacter_rectalis,KY,Spain,22,100,0.10218331512486367,0.01922834326838998
Agathobacter_rectalis,KY,Sweden,22,100,0.08742406611757232,0.020472853606719604
Agathobacter_rectalis,KY,UK,22,100,0.1027533194923477,0.01980578774749027
Agathobacter_rectalis,KY,US,22,100,0.0848800363725763,0.020114831385321073
Agathobacter_rectalis,Kazakhstan,Madagascar,22,100,0.27504893006834513,0.007187086639742326
Agathobacter_rectalis,Kazakhstan,Mongolia,22,100,0.023357924636824068,0.005540802074781071
Agathobacter_rectalis,Kazakhstan,Netherlands,22,100,0.044681716243651574,0.01868850987084523
Agathobacter_rectalis,Kazakhstan,SW,22,100,0.039029333655476804,0.006122651836983965
Agathobacter_rectalis,Kazakhstan,Spain,22,100,0.04029627013195312,0.010236233832939635
Agathobacter_rectalis,Kazakhstan,Sweden,22,100,0.035377163324769374,0.013682935497718558
Agathobacter_rectalis,Kazakhstan,UK,22,100,0.044253245589250305,0.01619377313750845
Agathobacter_rectalis,Kazakhstan,US,22,100,0.03982335223763699,0.016868623664837157
Agathobacter_rectalis,Madagascar,Mongolia,22,100,0.27974428945300006,0.008588755919562789
Agathobacter_rectalis,Madagascar,Netherlands,22,100,0.2568095306507705,0.006710743627587954
Agathobacter_rectalis,Madagascar,SW,22,100,0.2166443039024121,0.013496141309800069
Agathobacter_rectalis,Madagascar,Spain,22,100,0.25945929960170255,0.002941147942488716
Agathobacter_rectalis,Madagascar,Sweden,22,100,0.2448110115804969,0.008095162241642499
Agathobacter_rectalis,Madagascar,UK,22,100,0.2606023834813462,0.0038404889603486283
Agathobacter_rectalis,Madagascar,US,22,100,0.23892634740615226,0.011072413664336351
Agathobacter_rectalis,Mongolia,Netherlands,22,100,0.07938357847516363,0.019133111015069003
Agathobacter_rectalis,Mongolia,SW,22,100,0.0475176595673483,0.007053441578925195
Agathobacter_rectalis,Mongolia,Spain,22,100,0.07842382189180848,0.005032474035477672
Agathobacter_rectalis,Mongolia,Sweden,22,100,0.06642770039331113,0.0127494019631066
Agathobacter_rectalis,Mongolia,UK,22,100,0.07847732936587958,0.014815781614621742
Agathobacter_rectalis,Mongolia,US,22,100,0.07086127599494149,0.019474261832210384
Agathobacter_rectalis,Netherlands,SW,22,100,0.05555656073956999,0.017035144659131307
Agathobacter_rectalis,Netherlands,Spain,22,100,0.003439997580691002,0.0038468973141169084
Agathobacter_rectalis,Netherlands,Sweden,22,100,0.004208654103778108,0.007761130749627289
Agathobacter_rectalis,Netherlands,UK,22,100,0.0020705068693998826,0.006134175246990257
Agathobacter_rectalis,Netherlands,US,22,100,0.011394099313353463,0.00816722519561874
Agathobacter_rectalis,SW,Spain,22,100,0.05624921746519089,0.008307386935147478
Agathobacter_rectalis,SW,Sweden,22,100,0.04154486356313435,0.012009617362739734
Agathobacter_rectalis,SW,UK,22,100,0.05428345617582519,0.013858769707083628
Agathobacter_rectalis,SW,US,22,100,0.04254426922233796,0.01820135384818708
Agathobacter_rectalis,Spain,Sweden,22,100,0.004983811157595285,0.0037151040567235736
Agathobacter_rectalis,Spain,UK,22,100,0.004504513707717302,0.003467074375057365
Agathobacter_rectalis,Spain,US,22,100,0.013693480635993384,0.005511002990972434
Agathobacter_rectalis,Sweden,UK,22,100,0.002870935068365205,0.006410510954859887
Agathobacter_rectalis,Sweden,US,22,100,0.008053074938287389,0.008030556733005418
Agathobacter_rectalis,UK,US,22,100,0.012665282095747996,0.00851773634983875
Akkermansia_muciniphila,AG,BF,22,100,0.0019939646308885406,0.010666060673032602
Akkermansia_muciniphila,AG,China,22,100,0.10694399982750635,0.03933245090427652
Akkermansia_muciniphila,AG,DM,22,100,0.01205908004574617,0.020412202676884695
Akkermansia_muciniphila,AG,Denmark,22,100,0.043230263460108276,0.020206530879150492
Akkermansia_muciniphila,AG,Germany,22,100,0.13734954339368513,0.041657922931456856
Akkermansia_muciniphila,AG,Israel,22,100,0.04588052062996187,0.025697552462785715
Akkermansia_muciniphila,AG,KY,22,100,0.01883445570172265,0.01653433203933912
Akkermansia_muciniphila,AG,Netherlands,22,100,0.031198636874039117,0.016281384124115537
Akkermansia_muciniphila,AG,SW,22,100,0.03679228006805041,0.03161897378779948
Akkermansia_muciniphila,AG,Sweden,22,100,0.030342440231084997,0.01769617234033439
Akkermansia_muciniphila,AG,UK,22,100,0.052400708197536706,0.027872697570576997
Akkermansia_muciniphila,AG,US,22,100,0.06504253061460995,0.030233938535604674
Akkermansia_muciniphila,BF,China,22,100,0.12403385813541717,0.033749807245839994
Akkermansia_muciniphila,BF,DM,22,100,0.026112593675954247,0.014776686188202673
Akkermansia_muciniphila,BF,Denmark,22,100,0.03425134742501863,0.01693787013180502
Akkermansia_muciniphila,BF,Germany,22,100,0.1596588980949358,0.03244446487612707
Akkermansia_muciniphila,BF,Israel,22,100,0.05129169688919013,0.027231838552233045
Akkermansia_muciniphila,BF,KY,22,100,0.001968287873545562,0.007346257558052089
Akkermansia_muciniphila,BF,Netherlands,22,100,0.04026104233510965,0.0030636091218740028
Akkermansia_muciniphila,BF,SW,22,100,0.060257862189527577,0.030170564179358126
Akkermansia_muciniphila,BF,Sweden,22,100,0.037241486050779406,0.007456691785782133
Akkermansia_muciniphila,BF,UK,22,100,0.06304205920233008,0.02709078938993511
Akkermansia_muciniphila,BF,US,22,100,0.06974628151600502,0.028677082697726893
Akkermansia_muciniphila,China,DM,22,100,0.13261243259620029,0.04399852858694082
Akkermansia_muciniphila,China,Denmark,22,100,0.0320782427391622,0.025672471081119804
Akkermansia_muciniphila,China,Germany,22,100,0.043558319180582325,0.03220959204717384
Akkermansia_muciniphila,China,Israel,22,100,0.03352315230763441,0.026122221126313887
Akkermansia_muciniphila,China,KY,22,100,0.12663664359574597,0.03740237762359863
Akkermansia_muciniphila,China,Netherlands,22,100,0.028503185042317383,0.018658663351752085
Akkermansia_muciniphila,China,SW,22,100,0.03248983366713142,0.02248305879621613
Akkermansia_muciniphila,China,Sweden,22,100,0.02565237001451037,0.017115324134399416
Akkermansia_muciniphila,China,UK,22,100,0.025216611281480655,0.020201375595704035
Akkermansia_muciniphila,China,US,22,100,0.0185447405829972,0.024067363452026008
Akkermansia_muciniphila,DM,Denmark,22,100,0.0692825633904972,0.027605727385173494
Akkermansia_muciniphila,DM,Germany,22,100,0.14561148455630094,0.042838221661397856
Akkermansia_muciniphila,DM,Israel,22,100,0.05564276723275031,0.03552658122682762
Akkermansia_muciniphila,DM,KY,22,100,0.03428125697816655,0.02138837813019056
Akkermansia_muciniphila,DM,Netherlands,22,100,0.05025749288165238,0.024585107678019198
Akkermansia_muciniphila,DM,SW,22,100,0.045449719901785327,0.03685239587072952
Akkermansia_muciniphila,DM,Sweden,22,100,0.04598910107362947,0.025788070652466192
Akkermansia_muciniphila,DM,UK,22,100,0.06809821327897601,0.03689475033550705
Akkermansia_muciniphila,DM,US,22,100,0.09080725407567845,0.03651552528268515
Akkermansia_muciniphila,Denmark,Germany,22,100,0.061336027022423245,0.034156401159029584
Akkermansia_muciniphila,Denmark,Israel,22,100,0.005509928241146608,0.016700515477383777
Akkermansia_muciniphila,Denmark,KY,22,100,0.05119917228722337,0.02119972548915518
Akkermansia_muciniphila,Denmark,Netherlands,22,100,0.0031616119520643847,0.009800141504429821
Akkermansia_muciniphila,Denmark,SW,22,100,0.01750623670389435,0.019572767282779912
Akkermansia_muciniphila,Denmark,Sweden,22,100,-0.008201584016429423,0.01026699008012129
Akkermansia_muciniphila,Denmark,UK,22,100,0.009668920552801073,0.01693608301229399
Akkermansia_muciniphila,Denmark,US,22,100,0.008606297593674738,0.017010440053329735
Akkermansia_muciniphila,Germany,Israel,22,100,0.0396861614183316,0.03344579255223362
Akkermansia_muciniphila,Germany,KY,22,100,0.16221393988634653,0.033632469144534737
Akkermansia_muciniphila,Germany,Netherlands,22,100,0.05037273239226347,0.019158741652534977
Akkermansia_muciniphila,Germany,SW,22,100,0.03483425299574803,0.0252365110935181
Akkermansia_muciniphila,Germany,Sweden,22,100,0.03264746940759366,0.019439566208208952
Akkermansia_muciniphila,Germany,UK,22,100,0.027064696702191856,0.023785478782470823
Akkermansia_muciniphila,Germany,US,22,100,0.05943278121492776,0.03348221918509542
Akkermansia_muciniphila,Israel,KY,22,100,0.06418597233372983,0.027143209701438496
Akkermansia_muciniphila,Israel,Netherlands,22,100,0.002365945838577085,0.010365590190007863
Akkermansia_muciniphila,Israel,SW,22,100,0.006139441875998614,0.015959114349343315
Akkermansia_muciniphila,Israel,Sweden,22,100,-0.009459319269829602,0.009316109582572245
Akkermansia_muciniphila,Israel,UK,22,100,0.0032138926493314787,0.01855198796418228
Akkermansia_muciniphila,Israel,US,22,100,0.014769183850860146,0.020249870724032264
Akkermansia_muciniphila,KY,Netherlands,22,100,0.05276259336243741,0.010622858901139485
Akkermansia_muciniphila,KY,SW,22,100,0.07097299468258485,0.03107199249511812
Akkermansia_muciniphila,KY,Sweden,22,100,0.05471647962002569,0.011033167591451563
Akkermansia_muciniphila,KY,UK,22,100,0.07848013146807628,0.02636427055350958
Akkermansia_muciniphila,KY,US,22,100,0.08010091779030493,0.0280525879297474
Akkermansia_muciniphila,Netherlands,SW,22,100,0.00199311126066503,0.010954285501239202
Akkermansia_muciniphila,Netherlands,Sweden,22,100,-0.015185650474731121,0.0012655134621178503
Akkermansia_muciniphila,Netherlands,UK,22,100,-0.002971999035462654,0.007712662101476737
Akkermansia_muciniphila,Netherlands,US,22,100,0.011667677359879884,0.012226959659713838
Akkermansia_muciniphila,SW,Sweden,22,100,-0.006721556063483115,0.008586951632174069
Akkermansia_muciniphila,SW,UK,22,100,0.003703495130835668,0.010028105037850026
Akkermansia_muciniphila,SW,US,22,100,0.024066859214948114,0.01762950235171907
Akkermansia_muciniphila,Sweden,UK,22,100,-0.01133383236334352,0.007653603001185695
Akkermansia_muciniphila,Sweden,US,22,100,0.006319583692971599,0.01382069834604844
Akkermansia_muciniphila,UK,US,22,100,0.012197110732021281,0.02009201849265792
Alistipes_onderdonkii,AG,China,21,100,0.0330323601297274,0.031121271967972985
Alistipes_onderdonkii,AG,Germany,21,100,0.058832124744840904,0.019638100335844736
Alistipes_onderdonkii,AG,Israel,21,100,0.023915995625829925,0.028458964450733728
Alistipes_onderdonkii,AG,SW,21,100,-0.00836606939017812,0.013516158898862521
Alistipes_onderdonkii,AG,UK,21,100,0.02296112194657834,0.02164739029041574
Alistipes_onderdonkii,AG,US,21,100,0.005300747199009005,0.016413097051010947
Alistipes_onderdonkii,China,Germany,21,100,0.08251778596705155,0.02520149763004736
Alistipes_onderdonkii,China,Israel,21,100,0.120378383487618,0.053677853455775575
Alistipes_onderdonkii,China,SW,21,100,0.06463824687968836,0.03542925951877206
Alistipes_onderdonkii,China,UK,21,100,0.015660902372714374,0.014793208164551416
Alistipes_onderdonkii,China,US,21,100,0.03560973385920239,0.029671662663474253
Alistipes_onderdonkii,Germany,Israel,21,100,0.13435126261986713,0.03574442433372647
Alistipes_onderdonkii,Germany,SW,21,100,0.11711283995698024,4.96471249289973e-08
